code;value;count;currency
CUR-2-1;17.46;1301;$
CUR-2-1-BRAS;0;0;$
CUR-2-1-STEL;0;0;$
CUR-3-1;19.73;0;$
CUR-3-1-BRAS;0;0;$
CUR-3-1-STEL;0;0;$
CUR-3-2;12.14;2;$
CUR-3-2-BRAS;0;0;$
CUR-3-2-STEL;0;0;$
CUR-4-1;14.8;74;$
CUR-4-1-BRAS;0;0;$
CUR-4-1-STEL;0;0;$
CUR-4-2;13.54;222;$
CUR-4-2-BRAS;0;0;$
CUR-4-2-STEL;0;0;$
CUR-4-3;13.54;0;$
CUR-4-3-BRAS;0;0;$
CUR-4-3-STEL;0;0;$
CUR-5-2;15.56;0;$
CUR-5-2-BRAS;0;0;$
CUR-5-2-STEL;0;0;$
CUR-5-4;14.8;0;$
CUR-5-4-BRAS;0;0;$
CUR-5-4-STEL;0;0;$
CUR-6-1;22.39;0;$
CUR-6-1-BRAS;0;0;$
CUR-6-1-STEL;0;0;$
CUR-6-2;19.86;0;$
CUR-6-2-BRAS;0;0;$
CUR-6-2-STEL;0;0;$
CUR-6-4;18.22;34;$
CUR-6-4-BRAS;0;0;$
CUR-6-4-STEL;0;0;$
CUR-6-5;18.22;0;$
CUR-6-5-BRAS;0;0;$
CUR-6-5-STEL;0;0;$
CUR-8-2;32.89;0;$
CUR-8-2-BRAS;0;0;$
CUR-8-2-STEL;0;0;$
CUR-8-4;27.96;0;$
CUR-8-4-BRAS;0;0;$
CUR-8-4-STEL;0;0;$
CUR-8-6;27.96;44;$
CUR-8-6-BRAS;0;0;$
CUR-8-6-STEL;0;0;$
CUR-10-6;36.69;0;$
CUR-10-6-BRAS;0;0;$
CUR-10-6-STEL;0;0;$
CUR-10-8;36.18;3;$
CUR-10-8-BRAS;0;0;$
CUR-10-8-STEL;0;0;$
CUR-12-4;49.21;867;$
CUR-12-4-BRAS;0;0;$
CUR-12-4-STEL;0;0;$
CUR-12-6;49.21;0;$
CUR-12-6-BRAS;0;0;$
CUR-12-6-STEL;0;0;$
CUR-12-8;42.88;16;$
CUR-12-8-BRAS;0;0;$
CUR-12-8-STEL;0;0;$
CUR-12-10;50.98;0;$
CUR-12-10-BRAS;0;0;$
CUR-12-10-STEL;0;0;$
CUR-16-8;86.4;88;$
