pagetitle,15;16;18;21;73;77;81;88;89;6;19
"MF200-S-GS-C1-A-A-0-4N-IP-O-S(1-10)";"";"FNPT 1/4";"1-10 л/час";"Установка в линию, резьбовые соединения<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-S.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Sm.png/></a>";"масло";"SS316";"Один индуктивный выключатель";"IP66";"C1";"assets/images/MF200-S.png";;
"MF200-S-GS-C1-A-A-0-4N-IP-L-S(1-10)";"";"FNPT 1/4";"1-10 л/час";"Установка в линию, резьбовые соединения<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-S.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Sm.png/></a>";"жидкость";"SS316";"Один индуктивный выключатель";"IP66";"C1";"assets/images/MF200-S.png";;
"MF200-S-GS-C2-A-A-0-4N-IP-O-S(1-10)";"";"FNPT 1/4";"1-10 л/час";"Установка в линию, резьбовые соединения<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-S.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Sm.png/></a>";"масло";"SS316";"Два индуктивных выключателя";"IP66";"C2";"assets/images/MF200-S.png";;
"MF200-S-GS-C2-A-A-0-4N-IP-L-S(1-10)";"";"FNPT 1/4";"1-10 л/час";"Установка в линию, резьбовые соединения<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-S.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Sm.png/></a>";"жидкость";"SS316";"Два индуктивных выключателя";"IP66";"C2";"assets/images/MF200-S.png";;
"MF200-S-GS-R1-A-A-0-4N-IP-O-S(1-10)";"";"FNPT 1/4";"1-10 л/час";"Установка в линию, резьбовые соединения<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-S.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Sm.png/></a>";"масло";"SS316";"Один герконовый выключатель";"IP66";"R1";"assets/images/MF200-S.png";;
"MF200-S-GS-R1-A-A-0-4N-IP-L-S(1-10)";"";"FNPT 1/4";"1-10 л/час";"Установка в линию, резьбовые соединения<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-S.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Sm.png/></a>";"жидкость";"SS316";"Один герконовый выключатель";"IP66";"R1";"assets/images/MF200-S.png";;
"MF200-S-GS-R2-A-A-0-4N-IP-O-S(1-10)";"";"FNPT 1/4";"1-10 л/час";"Установка в линию, резьбовые соединения<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-S.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Sm.png/></a>";"масло";"SS316";"Два герконовых выключателя";"IP66";"R2";"assets/images/MF200-S.png";;
"MF200-S-GS-R2-A-A-0-4N-IP-L-S(1-10)";"";"FNPT 1/4";"1-10 л/час";"Установка в линию, резьбовые соединения<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-S.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Sm.png/></a>";"жидкость";"SS316";"Два герконовых выключателя";"IP66";"R2";"assets/images/MF200-S.png";;
"MF200-B-G-0-A-A-0-4N-IP-O-S(1.5-15)";"";"FNPT 1/4";"1.5-15 л/час";"Подсоединения сзади + регулирующий игольчатый вентиль<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-B.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Bm.png/></a>";"масло";"SS316";"Без контактов (стандарт)";"IP66";"Нет";"assets/images/MF200-B.png";;
"MF200-B-G-0-A-A-0-4N-IP-L-S(1.5-15)";"";"FNPT 1/4";"1.5-15 л/час";"Подсоединения сзади + регулирующий игольчатый вентиль<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-B.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Bm.png/></a>";"жидкость";"SS316";"Без контактов (стандарт)";"IP66";"Нет";"assets/images/MF200-B.png";;
"MF200-B-GS-C1-A-A-0-4N-IP-O-S(1.5-15)";"";"FNPT 1/4";"1.5-15 л/час";"Подсоединения сзади + регулирующий игольчатый вентиль<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-B.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Bm.png/></a>";"масло";"SS316";"Один индуктивный выключатель";"IP66";"C1";"assets/images/MF200-B.png";;
"MF200-B-GS-C1-A-A-0-4N-IP-L-S(1.5-15)";"";"FNPT 1/4";"1.5-15 л/час";"Подсоединения сзади + регулирующий игольчатый вентиль<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-B.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Bm.png/></a>";"жидкость";"SS316";"Один индуктивный выключатель";"IP66";"C1";"assets/images/MF200-B.png";;
"MF200-B-GS-C2-A-A-0-4N-IP-O-S(1.5-15)";"";"FNPT 1/4";"1.5-15 л/час";"Подсоединения сзади + регулирующий игольчатый вентиль<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-B.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Bm.png/></a>";"масло";"SS316";"Два индуктивных выключателя";"IP66";"C2";"assets/images/MF200-B.png";;
"MF200-B-GS-C2-A-A-0-4N-IP-L-S(1.5-15)";"";"FNPT 1/4";"1.5-15 л/час";"Подсоединения сзади + регулирующий игольчатый вентиль<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-B.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Bm.png/></a>";"жидкость";"SS316";"Два индуктивных выключателя";"IP66";"C2";"assets/images/MF200-B.png";;
"MF200-B-GS-R1-A-A-0-4N-IP-O-S(1.5-15)";"";"FNPT 1/4";"1.5-15 л/час";"Подсоединения сзади + регулирующий игольчатый вентиль<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-B.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Bm.png/></a>";"масло";"SS316";"Один герконовый выключатель";"IP66";"R1";"assets/images/MF200-B.png";;
"MF200-B-GS-R1-A-A-0-4N-IP-L-S(1.5-15)";"";"FNPT 1/4";"1.5-15 л/час";"Подсоединения сзади + регулирующий игольчатый вентиль<br/><a href=products/flow-control/float-flow-meter-arrow/MF200-B.png class=bigImage><img src=products/flow-control/float-flow-meter-arrow/MF200-Bm.png/></a>";"жидкость";"SS316";"Один герконовый выключатель";"IP66";"R1";"assets/images/MF200-B.png";;
