pagetitle,15;16;17;18;33;60;82;86;87;88;118;119;123;126;6;19
"DR80-A-S-500-A-1-S-V";"";"NPT 1/4";"420 бар";"0.06";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";"26-2011T24270";"";"XPRS602P601004O";"XPRS602P601004O";"assets/images/ports/A.jpg";;
"DR80-A-S-500-A-1-O-V";"";"NPT 1/4";"420 бар";"0.2";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";;;;;"assets/images/ports/A.jpg";;
"DR80-A-S-500-C-1-S-V";"";"NPT 1/4";"420 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";"26-2011T24272";"";"XPRS604P601004O";"XPRS604P601004O";"assets/images/ports/C.jpg";;
"DR80-A-S-500-C-1-O-V";"";"NPT 1/4";"420 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";;;;;"assets/images/ports/C.jpg";;
"DR80-A-S-500-M-1-S-V";"";"NPT 1/4";"420 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";"26-2011T24273";"";"XPRS604P601004O";"XPRS604P601004O";"assets/images/ports/M.jpg";;
"DR80-A-S-500-M-1-O-V";"";"NPT 1/4";"420 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";;;;;"assets/images/ports/M.jpg";;
"DR80-A-S-700-A-1-S-V";"";"NPT 1/4";"420 бар";"0.06";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";"26-2011T24270";"";"XPRS1002P1001004O";"XPRS1002P1001004O";"assets/images/ports/A.jpg";;
"DR80-A-S-700-A-1-O-V";"";"NPT 1/4";"420 бар";"0.2";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";;;;;"assets/images/ports/A.jpg";;
"DR80-A-S-700-C-1-S-V";"";"NPT 1/4";"420 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";"26-2011T24272";"";"XPRS1004P1001004O";"XPRS1004P1001004O";"assets/images/ports/C.jpg";;
"DR80-A-S-700-C-1-O-V";"";"NPT 1/4";"420 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";;;;;"assets/images/ports/C.jpg";;
"DR80-A-S-700-M-1-S-V";"";"NPT 1/4";"420 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";"26-2011T24273";"";"XPRS1004P1001004O";"XPRS1004P1001004O";"assets/images/ports/M.jpg";;
"DR80-A-S-700-M-1-O-V";"";"NPT 1/4";"420 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"420 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";;;;;"assets/images/ports/M.jpg";;
"DR80-B-S-070-A-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"70 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";"26-1066-34";"26-2066T24270";"XPRS82P1010010604O";"XPRS82P1010010604O";"assets/images/ports/A.jpg";;
"DR80-B-S-070-A-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"70 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";;;;;"assets/images/ports/A.jpg";;
"DR80-B-S-070-C-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"70 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";"26-1066-34-008";"26-2066T24272";"XPRS84P101004O";"XPRS84P101004O";"assets/images/ports/C.jpg";;
"DR80-B-S-070-C-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"70 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";;;;;"assets/images/ports/C.jpg";;
"DR80-B-S-070-M-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"70 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";"26-1066-34-008";"26-2066T24273";"XPRS84P101004O";"XPRS84P101004O";"assets/images/ports/M.jpg";;
"DR80-B-S-070-M-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"70 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";;;;;"assets/images/ports/M.jpg";;
"DR80-B-S-150-A-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"150 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";"26-1065-34";"26-2064T24270";"XPRS152P201004O";"XPRS152P201004O";"assets/images/ports/A.jpg";;
"DR80-B-S-150-A-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"150 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";;;;;"assets/images/ports/A.jpg";;
"DR80-B-S-150-C-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"150 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";"26-1065-34-008";"26-2064T24272";"XPRS154P201004O";"XPRS154P201004O";"assets/images/ports/C.jpg";;
"DR80-B-S-150-C-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"150 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";;;;;"assets/images/ports/C.jpg";;
"DR80-B-S-150-M-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"150 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";"26-1065-34-008";"26-2064T24273";"XPRS154P201004O";"XPRS154P201004O";"assets/images/ports/M.jpg";;
"DR80-B-S-150-M-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"150 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";;;;;"assets/images/ports/M.jpg";;
"DR80-B-S-250-A-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"250 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";"26-1064-34";"26-2063T24270";"XPRS252P301004O";"XPRS252P301004O";"assets/images/ports/A.jpg";;
"DR80-B-S-250-A-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"250 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";;;;;"assets/images/ports/A.jpg";;
"DR80-B-S-250-C-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"250 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";"26-1064-34-008";"26-2063T24272";"XPRS254P301004O";"XPRS254P301004O";"assets/images/ports/C.jpg";;
"DR80-B-S-250-C-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"250 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";;;;;"assets/images/ports/C.jpg";;
"DR80-B-S-250-M-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"250 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";"26-1064-34-008";"26-2063T24273";"XPRS254P301004O";"XPRS254P301004O";"assets/images/ports/M.jpg";;
"DR80-B-S-250-M-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"250 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";;;;;"assets/images/ports/M.jpg";;
"DR80-B-S-350-A-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"350 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";"26-1063-34";"26-2062T24270";"XPRS402P601004O";"XPRS402P601004O";"assets/images/ports/A.jpg";;
"DR80-B-S-350-A-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"350 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";;;;;"assets/images/ports/A.jpg";;
"DR80-B-S-350-C-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"350 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";"26-1063-34-008";"26-2062T24272";"XPRS404P601004O";"XPRS404P601004O";"assets/images/ports/C.jpg";;
"DR80-B-S-350-C-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"350 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";;;;;"assets/images/ports/C.jpg";;
"DR80-B-S-350-M-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"350 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";"26-1063-34-008";"26-2062T24273";"XPRS404P601004O";"XPRS404P601004O";"assets/images/ports/M.jpg";;
"DR80-B-S-350-M-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"350 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";;;;;"assets/images/ports/M.jpg";;
"DR80-B-S-500-A-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"500 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";"26-1062-34";"26-2061T24270";"XPRS602P601004O";"XPRS602P601004O";"assets/images/ports/A.jpg";;
"DR80-B-S-500-A-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"500 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";;;;;"assets/images/ports/A.jpg";"";
"DR80-B-S-500-C-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"500 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";"26-1062-34-008";"26-2061T24272";"XPRS604P601004O";"XPRS604P601004O";"assets/images/ports/C.jpg";"";
"DR80-B-S-500-C-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"500 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";;;;;"assets/images/ports/C.jpg";;
"DR80-B-S-500-M-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"500 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";"26-1062-34-008";"26-2061T24273";"XPRS604P601004O";"XPRS604P601004O";"assets/images/ports/M.jpg";;
"DR80-B-S-500-M-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"500 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";;;;;"assets/images/ports/M.jpg";;
"DR80-B-S-700-A-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"700 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";"26-1061-34";"26-2061T24270";"XPRS1002P1001004O";"XPRS1002P1001004O";"assets/images/ports/A.jpg";;
"DR80-B-S-700-A-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"2 порта";"нерж. сталь";"Нержавеющая сталь 316L";"700 бар";"да";"<img src='assets/images/ports/Af_filter.jpg'/>";;;;;"assets/images/ports/A.jpg";;
"DR80-B-S-700-C-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"700 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";"26-1061-34-008";"26-2061T24272";"XPRS1004P1001004O";"XPRS1004P1001004O";"assets/images/ports/C.jpg";;
"DR80-B-S-700-C-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"700 бар";"да";"<img src='assets/images/ports/Cf_filter.jpg'/>";;;;;"assets/images/ports/C.jpg";;
"DR80-B-S-700-M-1-S-V";"";"NPT 1/4";"700 бар";"0.06";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"700 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";"26-1061-34-008";"26-2061T24273";"XPRS1004P1001004O";"XPRS1004P1001004O";"assets/images/ports/M.jpg";;
"DR80-B-S-700-M-1-O-V";"";"NPT 1/4";"700 бар";"0.2";"4 порта";"нерж. сталь";"Нержавеющая сталь 316L";"700 бар";"да";"<img src='assets/images/ports/Mf_filter.jpg'/>";;;;;"assets/images/ports/M.jpg";;
