pagetitle,16;21;59;60;82;15
"DT129-B-2-G16-S-3-1000мм";"FNPT 1/4";"Гост Py16 Dy80";"1000";"SS316";"Танталум";"";
"DT129-B-2-G16-S-3-2000мм";"FNPT 1/4";"Гост Py16 Dy80";"2000";"SS316";"Танталум";"";
"DT129-B-2-G25-S-1-1000мм";"FNPT 1/4";"Гост Py25 Dy80";"1000";"SS316";"SS316L";"";
"DT129-B-2-G25-S-1-2000мм";"FNPT 1/4";"Гост Py25 Dy80";"2000";"SS316";"SS316L";"";
"DT129-B-2-G25-S-2-1000мм";"FNPT 1/4";"Гост Py25 Dy80";"1000";"SS316";"Хастеллой C276";"";
"DT129-B-2-G25-S-2-2000мм";"FNPT 1/4";"Гост Py25 Dy80";"2000";"SS316";"Хастеллой C276";"";
"DT129-B-2-G25-S-3-1000мм";"FNPT 1/4";"Гост Py25 Dy80";"1000";"SS316";"Танталум";"";
"DT129-B-2-G25-S-3-2000мм";"FNPT 1/4";"Гост Py25 Dy80";"2000";"SS316";"Танталум";"";
"DT129-B-3-1-S-1-1000мм";"FNPT 1/4";"ANSI 150# 4";"1000";"SS316";"SS316L";"";
"DT129-B-3-1-S-1-2000мм";"FNPT 1/4";"ANSI 150# 4";"2000";"SS316";"SS316L";"";
"DT129-B-3-1-S-2-1000мм";"FNPT 1/4";"ANSI 150# 4";"1000";"SS316";"Хастеллой C276";"";
"DT129-B-3-1-S-2-2000мм";"FNPT 1/4";"ANSI 150# 4";"2000";"SS316";"Хастеллой C276";"";
"DT129-B-3-1-S-3-1000мм";"FNPT 1/4";"ANSI 150# 4";"1000";"SS316";"Танталум";"";
"DT129-B-3-1-S-3-2000мм";"FNPT 1/4";"ANSI 150# 4";"2000";"SS316";"Танталум";"";
"DT129-B-3-2-S-1-1000мм";"FNPT 1/4";"ANSI 300# 4";"1000";"SS316";"SS316L";"";
"DT129-B-3-2-S-1-2000мм";"FNPT 1/4";"ANSI 300# 4";"2000";"SS316";"SS316L";"";
"DT129-B-3-2-S-2-1000мм";"FNPT 1/4";"ANSI 300# 4";"1000";"SS316";"Хастеллой C276";"";
"DT129-B-3-2-S-2-2000мм";"FNPT 1/4";"ANSI 300# 4";"2000";"SS316";"Хастеллой C276";"";
"DT129-B-3-2-S-3-1000мм";"FNPT 1/4";"ANSI 300# 4";"1000";"SS316";"Танталум";"";
"DT129-B-3-2-S-3-2000мм";"FNPT 1/4";"ANSI 300# 4";"2000";"SS316";"Танталум";"";
"DT129-B-3-G10-S-1-1000мм";"FNPT 1/4";"Гост Py10 Dy100";"1000";"SS316";"SS316L";"";
"DT129-B-3-G10-S-1-2000мм";"FNPT 1/4";"Гост Py10 Dy100";"2000";"SS316";"SS316L";"";
"DT129-B-3-G10-S-2-1000мм";"FNPT 1/4";"Гост Py10 Dy100";"1000";"SS316";"Хастеллой C276";"";
"DT129-B-3-G10-S-2-2000мм";"FNPT 1/4";"Гост Py10 Dy100";"2000";"SS316";"Хастеллой C276";"";
"DT129-B-3-G10-S-3-1000мм";"FNPT 1/4";"Гост Py10 Dy100";"1000";"SS316";"Танталум";"";
"DT129-B-3-G10-S-3-2000мм";"FNPT 1/4";"Гост Py10 Dy100";"2000";"SS316";"Танталум";"";
"DT129-B-3-G16-S-1-1000мм";"FNPT 1/4";"Гост Py16 Dy100";"1000";"SS316";"SS316L";"";
"DT129-B-3-G16-S-1-2000мм";"FNPT 1/4";"Гост Py16 Dy100";"2000";"SS316";"SS316L";"";
"DT129-B-3-G16-S-2-1000мм";"FNPT 1/4";"Гост Py16 Dy100";"1000";"SS316";"Хастеллой C276";"";
"DT129-B-3-G16-S-2-2000мм";"FNPT 1/4";"Гост Py16 Dy100";"2000";"SS316";"Хастеллой C276";"";
"DT129-B-3-G16-S-3-1000мм";"FNPT 1/4";"Гост Py16 Dy100";"1000";"SS316";"Танталум";"";
"DT129-B-3-G16-S-3-2000мм";"FNPT 1/4";"Гост Py16 Dy100";"2000";"SS316";"Танталум";"";
"DT129-B-3-G25-S-1-1000мм";"FNPT 1/4";"Гост Py25 Dy100";"1000";"SS316";"SS316L";"";
"DT129-B-3-G25-S-1-2000мм";"FNPT 1/4";"Гост Py25 Dy100";"2000";"SS316";"SS316L";"";
"DT129-B-3-G25-S-2-1000мм";"FNPT 1/4";"Гост Py25 Dy100";"1000";"SS316";"Хастеллой C276";"";
"DT129-B-3-G25-S-2-2000мм";"FNPT 1/4";"Гост Py25 Dy100";"2000";"SS316";"Хастеллой C276";"";
"DT129-B-3-G25-S-3-1000мм";"FNPT 1/4";"Гост Py25 Dy100";"1000";"SS316";"Танталум";"";
"DT129-B-3-G25-S-3-2000мм";"FNPT 1/4";"Гост Py25 Dy100";"2000";"SS316";"Танталум";"";
"DT129-D-1-1-S-1-1000мм";"FNPT 3/8";"ANSI 150# 2";"1000";"SS316";"SS316L";"";
"DT129-D-1-1-S-1-2000мм";"FNPT 3/8";"ANSI 150# 2";"2000";"SS316";"SS316L";"";
"DT129-D-1-1-S-2-1000мм";"FNPT 3/8";"ANSI 150# 2";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-1-1-S-2-2000мм";"FNPT 3/8";"ANSI 150# 2";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-1-1-S-3-1000мм";"FNPT 3/8";"ANSI 150# 2";"1000";"SS316";"Танталум";"";
"DT129-D-1-1-S-3-2000мм";"FNPT 3/8";"ANSI 150# 2";"2000";"SS316";"Танталум";"";
"DT129-D-1-2-S-1-1000мм";"FNPT 3/8";"ANSI 300# 2";"1000";"SS316";"SS316L";"";
"DT129-D-1-2-S-1-2000мм";"FNPT 3/8";"ANSI 300# 2";"2000";"SS316";"SS316L";"";
"DT129-D-1-2-S-2-1000мм";"FNPT 3/8";"ANSI 300# 2";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-1-2-S-2-2000мм";"FNPT 3/8";"ANSI 300# 2";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-1-2-S-3-1000мм";"FNPT 3/8";"ANSI 300# 2";"1000";"SS316";"Танталум";"";
"DT129-D-1-2-S-3-2000мм";"FNPT 3/8";"ANSI 300# 2";"2000";"SS316";"Танталум";"";
"DT129-D-1-G10-S-1-1000мм";"FNPT 3/8";"Гост Py10 Dy50";"1000";"SS316";"SS316L";"";
"DT129-D-1-G10-S-1-2000мм";"FNPT 3/8";"Гост Py10 Dy50";"2000";"SS316";"SS316L";"";
"DT129-D-1-G10-S-2-1000мм";"FNPT 3/8";"Гост Py10 Dy50";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-1-G10-S-2-2000мм";"FNPT 3/8";"Гост Py10 Dy50";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-1-G10-S-3-1000мм";"FNPT 3/8";"Гост Py10 Dy50";"1000";"SS316";"Танталум";"";
"DT129-D-1-G10-S-3-2000мм";"FNPT 3/8";"Гост Py10 Dy50";"2000";"SS316";"Танталум";"";
"DT129-D-1-G16-S-1-1000мм";"FNPT 3/8";"Гост Py16 Dy50";"1000";"SS316";"SS316L";"";
"DT129-D-1-G16-S-1-2000мм";"FNPT 3/8";"Гост Py16 Dy50";"2000";"SS316";"SS316L";"";
"DT129-D-1-G16-S-2-1000мм";"FNPT 3/8";"Гост Py16 Dy50";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-1-G16-S-2-2000мм";"FNPT 3/8";"Гост Py16 Dy50";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-1-G16-S-3-1000мм";"FNPT 3/8";"Гост Py16 Dy50";"1000";"SS316";"Танталум";"";
"DT129-D-1-G16-S-3-2000мм";"FNPT 3/8";"Гост Py16 Dy50";"2000";"SS316";"Танталум";"";
"DT129-D-1-G25-S-1-1000мм";"FNPT 3/8";"Гост Py25 Dy50";"1000";"SS316";"SS316L";"";
"DT129-D-1-G25-S-1-2000мм";"FNPT 3/8";"Гост Py25 Dy50";"2000";"SS316";"SS316L";"";
"DT129-D-1-G25-S-2-1000мм";"FNPT 3/8";"Гост Py25 Dy50";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-1-G25-S-2-2000мм";"FNPT 3/8";"Гост Py25 Dy50";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-1-G25-S-3-1000мм";"FNPT 3/8";"Гост Py25 Dy50";"1000";"SS316";"Танталум";"";
"DT129-D-1-G25-S-3-2000мм";"FNPT 3/8";"Гост Py25 Dy50";"2000";"SS316";"Танталум";"";
"DT129-D-2-1-S-1-1000мм";"FNPT 3/8";"ANSI 150# 3";"1000";"SS316";"SS316L";"";
"DT129-D-2-1-S-1-2000мм";"FNPT 3/8";"ANSI 150# 3";"2000";"SS316";"SS316L";"";
"DT129-D-2-1-S-2-1000мм";"FNPT 3/8";"ANSI 150# 3";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-2-1-S-2-2000мм";"FNPT 3/8";"ANSI 150# 3";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-2-1-S-3-1000мм";"FNPT 3/8";"ANSI 150# 3";"1000";"SS316";"Танталум";"";
"DT129-D-2-1-S-3-2000мм";"FNPT 3/8";"ANSI 150# 3";"2000";"SS316";"Танталум";"";
"DT129-D-2-2-S-1-1000мм";"FNPT 3/8";"ANSI 300# 3";"1000";"SS316";"SS316L";"";
"DT129-D-2-2-S-1-2000мм";"FNPT 3/8";"ANSI 300# 3";"2000";"SS316";"SS316L";"";
"DT129-D-2-2-S-2-1000мм";"FNPT 3/8";"ANSI 300# 3";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-2-2-S-2-2000мм";"FNPT 3/8";"ANSI 300# 3";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-2-2-S-3-1000мм";"FNPT 3/8";"ANSI 300# 3";"1000";"SS316";"Танталум";"";
"DT129-D-2-2-S-3-2000мм";"FNPT 3/8";"ANSI 300# 3";"2000";"SS316";"Танталум";"";
"DT129-D-2-G10-S-1-1000мм";"FNPT 3/8";"Гост Py10 Dy80";"1000";"SS316";"SS316L";"";
"DT129-D-2-G10-S-1-2000мм";"FNPT 3/8";"Гост Py10 Dy80";"2000";"SS316";"SS316L";"";
"DT129-D-2-G10-S-2-1000мм";"FNPT 3/8";"Гост Py10 Dy80";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-2-G10-S-2-2000мм";"FNPT 3/8";"Гост Py10 Dy80";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-2-G10-S-3-1000мм";"FNPT 3/8";"Гост Py10 Dy80";"1000";"SS316";"Танталум";"";
"DT129-D-2-G10-S-3-2000мм";"FNPT 3/8";"Гост Py10 Dy80";"2000";"SS316";"Танталум";"";
"DT129-D-2-G16-S-1-1000мм";"FNPT 3/8";"Гост Py16 Dy80";"1000";"SS316";"SS316L";"";
"DT129-D-2-G16-S-1-2000мм";"FNPT 3/8";"Гост Py16 Dy80";"2000";"SS316";"SS316L";"";
"DT129-D-2-G16-S-2-1000мм";"FNPT 3/8";"Гост Py16 Dy80";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-2-G16-S-2-2000мм";"FNPT 3/8";"Гост Py16 Dy80";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-2-G16-S-3-1000мм";"FNPT 3/8";"Гост Py16 Dy80";"1000";"SS316";"Танталум";"";
"DT129-D-2-G16-S-3-2000мм";"FNPT 3/8";"Гост Py16 Dy80";"2000";"SS316";"Танталум";"";
"DT129-D-2-G25-S-1-1000мм";"FNPT 3/8";"Гост Py25 Dy80";"1000";"SS316";"SS316L";"";
"DT129-D-2-G25-S-1-2000мм";"FNPT 3/8";"Гост Py25 Dy80";"2000";"SS316";"SS316L";"";
"DT129-D-2-G25-S-2-1000мм";"FNPT 3/8";"Гост Py25 Dy80";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-2-G25-S-2-2000мм";"FNPT 3/8";"Гост Py25 Dy80";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-2-G25-S-3-1000мм";"FNPT 3/8";"Гост Py25 Dy80";"1000";"SS316";"Танталум";"";
"DT129-D-2-G25-S-3-2000мм";"FNPT 3/8";"Гост Py25 Dy80";"2000";"SS316";"Танталум";"";
"DT129-D-3-1-S-1-1000мм";"FNPT 3/8";"ANSI 150# 4";"1000";"SS316";"SS316L";"";
"DT129-D-3-1-S-1-2000мм";"FNPT 3/8";"ANSI 150# 4";"2000";"SS316";"SS316L";"";
"DT129-D-3-1-S-2-1000мм";"FNPT 3/8";"ANSI 150# 4";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-3-1-S-2-2000мм";"FNPT 3/8";"ANSI 150# 4";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-3-1-S-3-1000мм";"FNPT 3/8";"ANSI 150# 4";"1000";"SS316";"Танталум";"";
"DT129-D-3-1-S-3-2000мм";"FNPT 3/8";"ANSI 150# 4";"2000";"SS316";"Танталум";"";
"DT129-D-3-2-S-1-1000мм";"FNPT 3/8";"ANSI 300# 4";"1000";"SS316";"SS316L";"";
"DT129-D-3-2-S-1-2000мм";"FNPT 3/8";"ANSI 300# 4";"2000";"SS316";"SS316L";"";
"DT129-D-3-2-S-2-1000мм";"FNPT 3/8";"ANSI 300# 4";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-3-2-S-2-2000мм";"FNPT 3/8";"ANSI 300# 4";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-3-2-S-3-1000мм";"FNPT 3/8";"ANSI 300# 4";"1000";"SS316";"Танталум";"";
"DT129-D-3-2-S-3-2000мм";"FNPT 3/8";"ANSI 300# 4";"2000";"SS316";"Танталум";"";
"DT129-D-3-G10-S-1-1000мм";"FNPT 3/8";"Гост Py10 Dy100";"1000";"SS316";"SS316L";"";
"DT129-D-3-G10-S-1-2000мм";"FNPT 3/8";"Гост Py10 Dy100";"2000";"SS316";"SS316L";"";
"DT129-D-3-G10-S-2-1000мм";"FNPT 3/8";"Гост Py10 Dy100";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-3-G10-S-2-2000мм";"FNPT 3/8";"Гост Py10 Dy100";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-3-G10-S-3-1000мм";"FNPT 3/8";"Гост Py10 Dy100";"1000";"SS316";"Танталум";"";
"DT129-D-3-G10-S-3-2000мм";"FNPT 3/8";"Гост Py10 Dy100";"2000";"SS316";"Танталум";"";
"DT129-D-3-G16-S-1-1000мм";"FNPT 3/8";"Гост Py16 Dy100";"1000";"SS316";"SS316L";"";
"DT129-D-3-G16-S-1-2000мм";"FNPT 3/8";"Гост Py16 Dy100";"2000";"SS316";"SS316L";"";
"DT129-D-3-G16-S-2-1000мм";"FNPT 3/8";"Гост Py16 Dy100";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-3-G16-S-2-2000мм";"FNPT 3/8";"Гост Py16 Dy100";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-3-G16-S-3-1000мм";"FNPT 3/8";"Гост Py16 Dy100";"1000";"SS316";"Танталум";"";
"DT129-D-3-G16-S-3-2000мм";"FNPT 3/8";"Гост Py16 Dy100";"2000";"SS316";"Танталум";"";
"DT129-D-3-G25-S-1-1000мм";"FNPT 3/8";"Гост Py25 Dy100";"1000";"SS316";"SS316L";"";
"DT129-D-3-G25-S-1-2000мм";"FNPT 3/8";"Гост Py25 Dy100";"2000";"SS316";"SS316L";"";
"DT129-D-3-G25-S-2-1000мм";"FNPT 3/8";"Гост Py25 Dy100";"1000";"SS316";"Хастеллой C276";"";
"DT129-D-3-G25-S-2-2000мм";"FNPT 3/8";"Гост Py25 Dy100";"2000";"SS316";"Хастеллой C276";"";
"DT129-D-3-G25-S-3-1000мм";"FNPT 3/8";"Гост Py25 Dy100";"1000";"SS316";"Танталум";"";
"DT129-D-3-G25-S-3-2000мм";"FNPT 3/8";"Гост Py25 Dy100";"2000";"SS316";"Танталум";"";
"DT129-F-1-1-S-1-1000мм";"FNPT 1/2";"ANSI 150# 2";"1000";"SS316";"SS316L";"";
"DT129-F-1-1-S-1-2000мм";"FNPT 1/2";"ANSI 150# 2";"2000";"SS316";"SS316L";"";
"DT129-F-1-1-S-2-1000мм";"FNPT 1/2";"ANSI 150# 2";"1000";"SS316";"Хастеллой C276";"";
"DT129-F-1-1-S-2-2000мм";"FNPT 1/2";"ANSI 150# 2";"2000";"SS316";"Хастеллой C276";"";
"DT129-F-1-1-S-3-1000мм";"FNPT 1/2";"ANSI 150# 2";"1000";"SS316";"Танталум";"";
"DT129-F-1-1-S-3-2000мм";"FNPT 1/2";"ANSI 150# 2";"2000";"SS316";"Танталум";"";
"DT129-F-1-2-S-1-1000мм";"FNPT 1/2";"ANSI 300# 2";"1000";"SS316";"SS316L";"";
"DT129-F-1-2-S-1-2000мм";"FNPT 1/2";"ANSI 300# 2";"2000";"SS316";"SS316L";"";
"DT129-F-1-2-S-2-1000мм";"FNPT 1/2";"ANSI 300# 2";"1000";"SS316";"Хастеллой C276";"";
"DT129-F-1-2-S-2-2000мм";"FNPT 1/2";"ANSI 300# 2";"2000";"SS316";"Хастеллой C276";"";
"DT129-F-1-2-S-3-1000мм";"FNPT 1/2";"ANSI 300# 2";"1000";"SS316";"Танталум";"";
"DT129-F-1-2-S-3-2000мм";"FNPT 1/2";"ANSI 300# 2";"2000";"SS316";"Танталум";"";
"DT129-F-1-G10-S-1-1000мм";"FNPT 1/2";"Гост Py10 Dy50";"1000";"SS316";"SS316L";"";
"DT129-F-1-G10-S-1-2000мм";"FNPT 1/2";"Гост Py10 Dy50";"2000";"SS316";"SS316L";"";
"DT129-F-1-G10-S-2-1000мм";"FNPT 1/2";"Гост Py10 Dy50";"1000";"SS316";"Хастеллой C276";"";
"DT129-F-1-G10-S-2-2000мм";"FNPT 1/2";"Гост Py10 Dy50";"2000";"SS316";"Хастеллой C276";"";
"DT129-F-1-G10-S-3-1000мм";"FNPT 1/2";"Гост Py10 Dy50";"1000";"SS316";"Танталум";"";
"DT129-F-1-G10-S-3-2000мм";"FNPT 1/2";"Гост Py10 Dy50";"2000";"SS316";"Танталум";"";
"DT129-F-1-G16-S-1-1000мм";"FNPT 1/2";"Гост Py16 Dy50";"1000";"SS316";"SS316L";"";
"DT129-F-1-G16-S-1-2000мм";"FNPT 1/2";"Гост Py16 Dy50";"2000";"SS316";"SS316L";"";
"DT129-F-1-G16-S-2-1000мм";"FNPT 1/2";"Гост Py16 Dy50";"1000";"SS316";"Хастеллой C276";"";
"DT129-F-1-G16-S-2-2000мм";"FNPT 1/2";"Гост Py16 Dy50";"2000";"SS316";"Хастеллой C276";"";
"DT129-F-1-G16-S-3-1000мм";"FNPT 1/2";"Гост Py16 Dy50";"1000";"SS316";"Танталум";"";
"DT129-F-1-G16-S-3-2000мм";"FNPT 1/2";"Гост Py16 Dy50";"2000";"SS316";"Танталум";"";
"DT129-F-1-G25-S-1-1000мм";"FNPT 1/2";"Гост Py25 Dy50";"1000";"SS316";"SS316L";"";
"DT129-F-1-G25-S-1-2000мм";"FNPT 1/2";"Гост Py25 Dy50";"2000";"SS316";"SS316L";"";
"DT129-F-1-G25-S-2-1000мм";"FNPT 1/2";"Гост Py25 Dy50";"1000";"SS316";"Хастеллой C276";"";
"DT129-F-1-G25-S-2-2000мм";"FNPT 1/2";"Гост Py25 Dy50";"2000";"SS316";"Хастеллой C276";"";
"DT129-F-1-G25-S-3-1000мм";"FNPT 1/2";"Гост Py25 Dy50";"1000";"SS316";"Танталум";"";
"DT129-F-1-G25-S-3-2000мм";"FNPT 1/2";"Гост Py25 Dy50";"2000";"SS316";"Танталум";"";
"DT129-F-2-1-S-1-1000мм";"FNPT 1/2";"ANSI 150# 3";"1000";"SS316";"SS316L";"";
"DT129-F-2-1-S-1-2000мм";"FNPT 1/2";"ANSI 150# 3";"2000";"SS316";"SS316L";"";
"DT129-F-2-1-S-2-1000мм";"FNPT 1/2";"ANSI 150# 3";"1000";"SS316";"Хастеллой C276";"";
"DT129-F-2-1-S-2-2000мм";"FNPT 1/2";"ANSI 150# 3";"2000";"SS316";"Хастеллой C276";"";
"DT129-F-2-1-S-3-1000мм";"FNPT 1/2";"ANSI 150# 3";"1000";"SS316";"Танталум";"";
"DT129-F-2-1-S-3-2000мм";"FNPT 1/2";"ANSI 150# 3";"2000";"SS316";"Танталум";"";
"DT129-F-2-2-S-1-1000мм";"FNPT 1/2";"ANSI 300# 3";"1000";"SS316";"SS316L";"";
"DT129-F-2-2-S-1-2000мм";"FNPT 1/2";"ANSI 300# 3";"2000";"SS316";"SS316L";"";
"DT129-F-2-2-S-2-1000мм";"FNPT 1/2";"ANSI 300# 3";"1000";"SS316";"Хастеллой C276";"";
"DT129-F-2-2-S-2-2000мм";"FNPT 1/2";"ANSI 300# 3";"2000";"SS316";"Хастеллой C276";"";
"DT129-F-2-2-S-3-1000мм";"FNPT 1/2";"ANSI 300# 3";"1000";"SS316";"Танталум";"";
"DT129-F-2-2-S-3-2000мм";"FNPT 1/2";"ANSI 300# 3";"2000";"SS316";"Танталум";"";
"DT129-F-2-G10-S-1-1000мм";"FNPT 1/2";"Гост Py10 Dy80";"1000";"SS316";"SS316L";"";
"DT129-F-2-G10-S-1-2000мм";"FNPT 1/2";"Гост Py10 Dy80";"2000";"SS316";"SS316L";"";
"DT129-F-2-G10-S-2-1000мм";"FNPT 1/2";"Гост Py10 Dy80";"1000";"SS316";"Хастеллой C276";"";
