pagetitle,15;16;17;21;80;87;88;93;96;108;6;111;112;19;104
"G10-C-2N-40A-250bar-VE";"";"подсоединение снизу";"от 0 до 250бар";"NPT 1/8";"40мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-2N-40A-400bar-VE";"";"подсоединение снизу";"от 0 до 400бар";"NPT 1/8";"40мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-50A-0,6bar-VE";"";"подсоединение снизу";"от 0 до 0.6бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-50A-1bar-VE";"";"подсоединение снизу";"от 0 до 1бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-50A-1,6bar-VE";"";"подсоединение снизу";"от 0 до 1.6бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-50A-2,5bar-VE";"";"подсоединение снизу";"от 0 до 2.5бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-50A-4bar-VE";"";"подсоединение снизу";"от 0 до 4бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-50A-6bar-VE";"";"подсоединение снизу";"от 0 до 6бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-50A-10bar-VE";"";"подсоединение снизу";"от 0 до 10бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-50A-16bar-VE";"";"подсоединение снизу";"от 0 до 16бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-50A-25bar-VE";"";"подсоединение снизу";"от 0 до 25бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-50A-40bar-VE";"";"подсоединение снизу";"от 0 до 40бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-50A-60bar-VE";"";"подсоединение снизу";"от 0 до 60бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-50A-100bar-VE";"";"подсоединение снизу";"от 0 до 100бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-50A-160bar-VE";"";"подсоединение снизу";"от 0 до 160бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-50A-250bar-VE";"";"подсоединение снизу";"от 0 до 250бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-50A-400bar-VE";"";"подсоединение снизу";"от 0 до 400бар";"NPT 1/4";"50мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-0,6bar-VE";"";"подсоединение снизу";"от 0 до 0.6бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-63A-1bar-VE";"";"подсоединение снизу";"от 0 до 1бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-63A-1,6bar-VE";"";"подсоединение снизу";"от 0 до 1.6бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-2,5bar-VE";"";"подсоединение снизу";"от 0 до 2.5бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-4bar-VE";"";"подсоединение снизу";"от 0 до 4бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-63A-6bar-VE";"";"подсоединение снизу";"от 0 до 6бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-10bar-VE";"";"подсоединение снизу";"от 0 до 10бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-16bar-VE";"";"подсоединение снизу";"от 0 до 16бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-25bar-VE";"";"подсоединение снизу";"от 0 до 25бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-40bar-VE";"";"подсоединение снизу";"от 0 до 40бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-60bar-VE";"";"подсоединение снизу";"от 0 до 60бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-4N-63A-100bar-VE";"";"подсоединение снизу";"от 0 до 100бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-160bar-VE";"";"подсоединение снизу";"от 0 до 160бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-250bar-VE";"";"подсоединение снизу";"от 0 до 250бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-4N-63A-400bar-VE";"";"подсоединение снизу";"от 0 до 400бар";"NPT 1/4";"63мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-8N-100A-0,6bar-VE";"";"подсоединение снизу";"от 0 до 0.6бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-100A-1bar-VE";"";"подсоединение снизу";"от 0 до 1бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-100A-1,6bar-VE";"";"подсоединение снизу";"от 0 до 1.6бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-100A-2,5bar-VE";"";"подсоединение снизу";"от 0 до 2.5бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-8N-100A-4bar-VE";"";"подсоединение снизу";"от 0 до 4бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-100A-6bar-VE";"";"подсоединение снизу";"от 0 до 6бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-8N-100A-10bar-VE";"";"подсоединение снизу";"от 0 до 10бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-8N-100A-16bar-VE";"";"подсоединение снизу";"от 0 до 16бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-8N-100A-25bar-VE";"";"подсоединение снизу";"от 0 до 25бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-8N-100A-40bar-VE";"";"подсоединение снизу";"от 0 до 40бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-100A-60bar-VE";"";"подсоединение снизу";"от 0 до 60бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-100A-100bar-VE";"";"подсоединение снизу";"от 0 до 100бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-100A-160bar-VE";"";"подсоединение снизу";"от 0 до 160бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-100A-250bar-VE";"";"подсоединение снизу";"от 0 до 250бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-8N-100A-400bar-VE";"";"подсоединение снизу";"от 0 до 400бар";"NPT 1/2";"100мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-0,6bar-VE";"";"подсоединение снизу";"от 0 до 0.6бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-1bar-VE";"";"подсоединение снизу";"от 0 до 1бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-1,6bar-VE";"";"подсоединение снизу";"от 0 до 1.6бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-2,5bar-VE";"";"подсоединение снизу";"от 0 до 2.5бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-4bar-VE";"";"подсоединение снизу";"от 0 до 4бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-6bar-VE";"";"подсоединение снизу";"от 0 до 6бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-10bar-VE";"";"подсоединение снизу";"от 0 до 10бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-16bar-VE";"";"подсоединение снизу";"от 0 до 16бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-25bar-VE";"";"подсоединение снизу";"от 0 до 25бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-40bar-VE";"";"подсоединение снизу";"от 0 до 40бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-60bar-VE";"";"подсоединение снизу";"от 0 до 60бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-100bar-VE";"";"подсоединение снизу";"от 0 до 100бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-160bar-VE";"";"подсоединение снизу";"от 0 до 160бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-250bar-VE";"";"подсоединение снизу";"от 0 до 250бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-150A-400bar-VE";"";"подсоединение снизу";"от 0 до 400бар";"NPT 1/2";"150мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;"";;
"G10-C-8N-250A-0,6bar-VE";"";"подсоединение снизу";"от 0 до 0.6бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-1bar-VE";"";"подсоединение снизу";"от 0 до 1бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-1,6bar-VE";"";"подсоединение снизу";"от 0 до 1.6бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-2,5bar-VE";"";"подсоединение снизу";"от 0 до 2.5бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-4bar-VE";"";"подсоединение снизу";"от 0 до 4бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-6bar-VE";"";"подсоединение снизу";"от 0 до 6бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-10bar-VE";"";"подсоединение снизу";"от 0 до 10бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-16bar-VE";"";"подсоединение снизу";"от 0 до 16бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-25bar-VE";"";"подсоединение снизу";"от 0 до 25бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-40bar-VE";"";"подсоединение снизу";"от 0 до 40бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-60bar-VE";"";"подсоединение снизу";"от 0 до 60бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-100bar-VE";"";"подсоединение снизу";"от 0 до 100бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-160bar-VE";"";"подсоединение снизу";"от 0 до 160бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-250bar-VE";"";"подсоединение снизу";"от 0 до 250бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-8N-250A-400bar-VE";"";"подсоединение снизу";"от 0 до 400бар";"NPT 1/2";"250мм";"A";"A-подсоединение снизу";"да";"<img src=assets/images/manom/A.png>";;"assets/images/manom/1/A.png";;;;;
"G10-C-2N-40B-0,6bar-VE";"";"подсоединение сзади по центру";"от 0 до 0.6бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-1bar-VE";"";"подсоединение сзади по центру";"от 0 до 1бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-1,6bar-VE";"";"подсоединение сзади по центру";"от 0 до 1.6бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-2,5bar-VE";"";"подсоединение сзади по центру";"от 0 до 2.5бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-4bar-VE";"";"подсоединение сзади по центру";"от 0 до 4бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-6bar-VE";"";"подсоединение сзади по центру";"от 0 до 6бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-2N-40B-10bar-VE";"";"подсоединение сзади по центру";"от 0 до 10бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-2N-40B-16bar-VE";"";"подсоединение сзади по центру";"от 0 до 16бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-2N-40B-25bar-VE";"";"подсоединение сзади по центру";"от 0 до 25бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-40Bar-VE";"";"подсоединение сзади по центру";"от 0 до 40бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-60bar-VE";"";"подсоединение сзади по центру";"от 0 до 60бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-100bar-VE";"";"подсоединение сзади по центру";"от 0 до 100бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-160bar-VE";"";"подсоединение сзади по центру";"от 0 до 160бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-250bar-VE";"";"подсоединение сзади по центру";"от 0 до 250бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-2N-40B-400bar-VE";"";"подсоединение сзади по центру";"от 0 до 400бар";"NPT 1/8";"40мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-0,6bar-VE";"";"подсоединение сзади по центру";"от 0 до 0.6бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-1bar-VE";"";"подсоединение сзади по центру";"от 0 до 1бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-1,6bar-VE";"";"подсоединение сзади по центру";"от 0 до 1.6бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-2,5bar-VE";"";"подсоединение сзади по центру";"от 0 до 2.5бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-4bar-VE";"";"подсоединение сзади по центру";"от 0 до 4бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-6bar-VE";"";"подсоединение сзади по центру";"от 0 до 6бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-4N-50B-10bar-VE";"";"подсоединение сзади по центру";"от 0 до 10бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-16bar-VE";"";"подсоединение сзади по центру";"от 0 до 16бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-4N-50B-25bar-VE";"";"подсоединение сзади по центру";"от 0 до 25бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-4N-50B-40bar-VE";"";"подсоединение сзади по центру";"от 0 до 40бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-60bar-VE";"";"подсоединение сзади по центру";"от 0 до 60бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-100bar-VE";"";"подсоединение сзади по центру";"от 0 до 100бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-160bar-VE";"";"подсоединение сзади по центру";"от 0 до 160бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-250Bar-VE";"";"подсоединение сзади по центру";"от 0 до 250бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-50B-400bar-VE";"";"подсоединение сзади по центру";"от 0 до 400бар";"NPT 1/4";"50мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-4N-63B-0,6bar-VE";"";"подсоединение сзади по центру";"от 0 до 0.6бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-63B-1bar-VE";"";"подсоединение сзади по центру";"от 0 до 1бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-63B-1,6bar-VE";"";"подсоединение сзади по центру";"от 0 до 1.6бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-63B-2,5bar-VE";"";"подсоединение сзади по центру";"от 0 до 2.5бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-4N-63B-4bar-VE";"";"подсоединение сзади по центру";"от 0 до 4бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-63B-6bar-VE";"";"подсоединение сзади по центру";"от 0 до 6бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-63B-10bar-VE";"";"подсоединение сзади по центру";"от 0 до 10бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-63B-16bar-VE";"";"подсоединение сзади по центру";"от 0 до 16бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-4N-63B-25bar-VE";"";"подсоединение сзади по центру";"от 0 до 25бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-4N-63B-40bar-VE";"";"подсоединение сзади по центру";"от 0 до 40бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-63B-60bar-VE";"";"подсоединение сзади по центру";"от 0 до 60бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;"";;
"G10-C-4N-63B-100bar-VE";"";"подсоединение сзади по центру";"от 0 до 100бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
"G10-C-4N-63B-160bar-VE";"";"подсоединение сзади по центру";"от 0 до 160бар";"NPT 1/4";"63мм";"B";"B-подсоединение сзади по центру";"да";"<img src=assets/images/manom/B.png>";;"assets/images/manom/1/B.png";;;;;
